,,,,Cycle time,,,,,,,Cost,,,,,,,,Survey,,,,,Calculated,,,,,,,,,,
7141.42748.8063,5,2,2,85,34,9,64,15,104,311, $1.56 , $0.15 , $0.50 , $2.35 , $0.19 , $0.08 , $4.83 , $5.00 ,6,-6,50,32,82,,,,,,,,,,,
7141.42748.8125,1,2,2,82,26,16,43,15,113,295, $1.48 , $0.15 , $0.54 , $1.15 , $0.21 , $0.08 , $3.61 , $5.00 ,8,-14,23,27,44,,,,,,,,,,,
7141.42748.8153,2,1,2,93,38,8,68,15,141,363, $1.82 , $0.10 , $0.37 , $0.62 , $0.25 , $0.05 , $3.21 , $3.75 ,5,-2,33,40,76,,,,,,,,,,,
7141.42748.8160,6,2,1,93,42,18,52,19,209,433, $1.08 , $0.15 , $0.83 , $2.49 , $0.23 , $0.08 , $4.86 , $5.00 ,4,-32,42,19,33,,,,,,,,,,,
7141.42748.8194,3,2,2,90,63,15,44,14,126,352, $1.76 , $0.15 , $0.70 , $1.47 , $0.20 , $0.08 , $4.36 , $5.00 ,7,-1,31,34,71,,,,,,,,,,,
7141.42748.8201,5,1,2,84,24,10,26,14,132,290, $1.45 , $0.10 , $0.24 , $0.99 , $0.11 , $0.05 , $2.94 , $4.75 ,8,-18,28,20,38,,,,,,,,,,,
7141.42748.8208,5,2,2,89,34,10,40,16,122,311, $1.56 , $0.15 , $0.55 , $2.15 , $0.25 , $0.08 , $4.74 , $5.00 ,4,-11,17,36,46,,,,,,,,,,,
7141.42748.8215,1,2,1,89,44,12,67,22,168,402, $1.01 , $0.15 , $0.54 , $1.18 , $0.25 , $0.08 , $3.21 , $5.00 ,7,-28,19,16,14,,,,,,,,,,,
7141.42748.8222,3,1,2,86,40,9,77,14,135,361, $1.81 , $0.10 , $0.30 , $0.68 , $0.19 , $0.05 , $3.13 , $4.25 ,3,-3,19,37,56,,,,,,,,,,,
7141.42748.8236,6,2,3,56,30,21,22,16,121,266, $2.00 , $0.30 , $0.67 , $2.56 , $0.25 , $0.08 , $5.86 , $5.00 ,7,11,29,33,80,,,,,,,,,,,
7141.42748.8243,2,1,1,67,39,16,70,15,177,384, $0.96 , $0.10 , $0.32 , $0.69 , $0.09 , $0.05 , $2.21 , $3.75 ,8,-30,24,34,36,,,,,,,,,,,
7141.42748.8257,3,1,1,83,44,8,43,19,190,387, $0.97 , $0.10 , $0.44 , $0.77 , $0.10 , $0.05 , $2.43 , $4.25 ,8,-36,18,35,25,,,,,,,,,,,
7141.42748.8271,4,1,3,130,26,15,47,15,107,340, $2.55 , $0.10 , $0.22 , $0.56 , $0.07 , $0.05 , $3.55 , $3.75 ,4,8,23,22,57,,,,,,,,,,,
7141.42748.8271,7,2,3,71,21,24,82,14,117,329, $2.47 , $0.15 , $0.39 , $1.67 , $0.07 , $0.16 , $4.91 , $5.00 ,6,-16,36,24,50,,,,,,,,,,,
7141.42748.8285,5,1,2,75,26,7,55,11,129,303, $1.52 , $0.10 , $0.28 , $1.08 , $0.12 , $0.05 , $3.15 , $4.75 ,7,-7,34,32,66,,,,,,,,,,,
7141.42748.8306,5,2,1,96,23,9,40,24,193,385, $0.96 , $0.15 , $0.65 , $2.17 , $0.08 , $0.08 , $4.09 , $5.00 ,10,-9,41,38,80,,,,,,,,,,,
7141.42748.8313,5,1,2,76,27,9,45,17,137,311, $1.56 , $0.10 , $0.37 , $1.17 , $0.09 , $0.05 , $3.34 , $4.75 ,6,-16,12,13,15,,,,,,,,,,,
7141.42748.8326,4,2,1,180,44,29,31,24,176,484, $1.21 , $0.15 , $0.54 , $1.24 , $0.13 , $0.08 , $3.35 , $5.00 ,9,-38,24,11,6,,,,,,,,,,,
7141.42748.8347,3,2,2,105,43,16,58,16,131,369, $1.85 , $0.15 , $0.74 , $1.54 , $0.19 , $0.08 , $4.55 , $5.00 ,9,-15,38,38,70,,,,,,,,,,,
7141.42748.8354,3,1,3,44,26,9,15,13,111,218, $1.64 , $0.10 , $0.30 , $0.75 , $0.08 , $0.05 , $2.92 , $4.25 ,3,-10,23,19,35,,,,,,,,,,,
7141.42748.8368,6,2,2,80,38,27,33,16,107,301, $1.51 , $0.15 , $0.83 , $2.25 , $0.25 , $0.08 , $5.07 , $5.00 ,7,-11,11,35,42,,,,,,,,,,,
7141.42748.8403,5,1,2,84,33,6,71,11,120,325, $1.63 , $0.10 , $0.28 , $1.16 , $0.08 , $0.05 , $3.30 , $4.75 ,8,-3,30,17,52,,,,,,,,,,,
7141.42748.8417,4,2,2,155,44,30,49,17,110,405, $2.03 , $0.15 , $0.52 , $1.18 , $0.18 , $0.08 , $4.14 , $5.00 ,2,-25,28,13,18,,,,,,,,,,,
7141.42748.8417,3,2,1,70,38,16,66,18,175,383, $0.96 , $0.15 , $0.72 , $1.50 , $0.27 , $0.08 , $3.68 , $5.00 ,8,-3,20,31,56,,,,,,,,,,,
7141.42748.8431,1,2,2,81,43,11,79,11,123,348, $1.74 , $0.15 , $0.67 , $1.26 , $0.18 , $0.08 , $4.08 , $5.00 ,4,1,37,36,78,,,,,,,,,,,
7141.42748.8444,3,1,2,55,42,12,48,16,137,310, $1.55 , $0.10 , $0.32 , $0.82 , $0.14 , $0.05 , $2.98 , $4.25 ,6,4,22,33,65,,,,,,,,,,,
7141.42748.8458,7,1,1,84,26,17,70,16,192,405, $1.01 , $0.10 , $0.21 , $0.94 , $0.02 , $0.05 , $2.33 , $4.75 ,9,-12,34,42,73,,,,,,,,,,,
7141.42748.8458,5,1,1,80,25,7,42,14,152,320, $0.80 , $0.10 , $0.32 , $1.04 , $0.06 , $0.05 , $2.37 , $4.75 ,6,-6,23,35,58,,,,,,,,,,,
7141.42748.8507,6,2,2,81,54,22,36,16,106,315, $1.58 , $0.15 , $0.83 , $2.41 , $0.20 , $0.08 , $5.25 , $5.00 ,8,-20,10,21,19,,,,,,,,,,,
7141.42748.8521,5,2,1,89,33,8,41,22,197,390, $0.98 , $0.15 , $0.56 , $2.03 , $0.33 , $0.16 , $4.21 , $5.00 ,8,-39,30,43,42,,,,,,,,,,,
7141.42748.8542,1,2,1,93,28,15,45,16,167,364, $0.91 , $0.15 , $0.66 , $1.15 , $0.18 , $0.08 , $3.13 , $5.00 ,2,-14,32,32,52,,,,,,,,,,,
7141.42748.8569,5,2,2,75,36,10,52,20,118,311, $1.56 , $0.15 , $0.74 , $2.25 , $0.17 , $0.08 , $4.95 , $5.00 ,9,-17,20,39,51,,,,,,,,,,,
7141.42748.8576,3,2,3,54,31,15,38,11,124,273, $2.05 , $0.30 , $0.69 , $1.44 , $0.22 , $0.08 , $4.78 , $5.00 ,5,-19,37,39,62,,,,,,,,,,,
7141.42748.8611,5,2,3,67,23,10,65,15,131,311, $2.33 , $0.15 , $0.64 , $2.07 , $0.22 , $0.08 , $5.49 , $5.00 ,7,-16,22,28,41,,,,,,,,,,,
7141.42748.8625,1,1,1,71,40,12,30,16,170,339, $0.85 , $0.10 , $0.30 , $0.57 , $0.04 , $0.05 , $1.91 , $3.75 ,8,-22,24,39,49,,,,,,,,,,,
7141.42748.8632,1,1,1,86,37,11,63,16,159,372, $0.93 , $0.10 , $0.36 , $0.58 , $0.11 , $0.05 , $2.13 , $3.75 ,7,-3,26,32,62,,,,,,,,,,,
7141.42748.8660,2,1,3,58,25,11,-3,15,124,230, $1.73 , $0.10 , $0.37 , $0.63 , $0.12 , $0.05 , $3.00 , $3.75 ,8,-24,19,21,24,,,,,,,,,,,
7141.42748.8674,1,1,1,84,39,8,54,18,195,398, $1.00 , $0.10 , $0.21 , $0.54 , $0.14 , $0.05 , $2.04 , $3.75 ,6,-34,28,17,17,,,,,,,,,,,
7141.42748.8701,6,2,2,91,54,22,49,15,117,348, $1.74 , $0.15 , $0.74 , $2.39 , $0.20 , $0.08 , $5.30 , $5.00 ,6,-25,24,15,20,,,,,,,,,,,
7141.42748.8708,5,2,3,64,23,10,56,15,124,292, $2.19 , $0.15 , $0.68 , $2.06 , $0.17 , $0.16 , $5.41 , $5.00 ,4,-12,12,28,32,,,,,,,,,,,
7141.42748.8736,6,1,1,84,40,16,43,22,201,406, $1.02 , $0.10 , $0.37 , $1.32 , $0.15 , $0.05 , $3.01 , $4.75 ,4,1,21,38,64,,,,,,,,,,,
7141.42748.8743,1,1,2,63,26,7,51,14,109,270, $1.35 , $0.10 , $0.30 , $0.62 , $0.11 , $0.05 , $2.53 , $3.75 ,8,12,1,33,54,,,,,,,,,,,
7141.42748.8771,5,1,1,42,18,7,58,19,54,198, $0.50 , $0.10 , $0.16 , $0.47 , $0.19 , $0.05 , $1.47 , $4.75 ,3,14,23,26,66,,,,,,,,,,,
7141.42748.8792,6,1,2,39,19,14,47,10,37,166, $0.83 , $0.10 , $0.23 , $0.82 , $0.02 , $0.05 , $2.05 , $4.75 ,5,19,18,25,67,,,,,,,,,,,
7141.42748.8826,1,2,2,64,44,16,43,15,29,211, $1.06 , $0.15 , $0.33 , $0.55 , $0.12 , $0.08 , $2.29 , $5.00 ,5,23,27,9,64,,,,,,,,,,,
7141.42749.4465,5,1,2,46,20,6,43,15,30,160, $0.80 , $0.20 , $0.13 , $0.50 , $0.13 , $0.05 , $1.81 , $4.75 ,7,11,20,25,63,,,,,,,,,,,
7141.42749.4549,5,2,2,46,23,11,71,19,30,200, $1.00 , $0.15 , $0.29 , $1.10 , $0.19 , $0.08 , $2.81 , $5.00 ,8,18,36,39,101,,,,,,,,,,,
7141.42749.4556,5,1,1,60,30,7,57,20,31,205, $0.51 , $0.10 , $0.12 , $0.46 , $0.09 , $0.05 , $1.33 , $4.75 ,8,19,11,36,74,,,,,,,,,,,
7141.42749.4604,2,1,1,71,20,15,45,22,33,206, $0.52 , $0.10 , $0.18 , $0.39 , $0.10 , $0.05 , $1.34 , $3.75 ,7,6,14,35,62,,,,,,,,,,,
7141.42749.4632,3,2,2,28,46,17,70,12,55,228, $1.14 , $0.15 , $0.46 , $1.00 , $0.26 , $0.08 , $3.09 , $5.00 ,8,5,25,17,55,,,,,,,,,,,
7141.42749.4660,2,1,1,33,42,10,73,19,46,223, $0.56 , $0.10 , $0.20 , $0.46 , $0.26 , $0.05 , $1.63 , $3.75 ,6,5,23,17,51,,,,,,,,,,,
7141.42749.4667,5,1,1,38,16,11,55,17,30,167, $0.42 , $0.10 , $0.15 , $0.63 , $0.08 , $0.05 , $1.43 , $4.75 ,5,3,20,38,66,,,,,,,,,,,
7141.42749.4715,1,1,1,36,26,9,51,18,56,196, $0.49 , $0.10 , $0.12 , $0.24 , $0.25 , $0.05 , $1.25 , $3.75 ,4,0,17,20,41,,,,,,,,,,,
7141.42749.4736,5,2,1,46,29,10,85,24,47,241, $0.60 , $0.15 , $0.36 , $1.73 , $0.25 , $0.08 , $3.17 , $5.00 ,7,2,39,23,71,,,,,,,,,,,
7141.42749.4778,5,1,2,17,29,7,60,15,29,157, $0.79 , $0.10 , $0.16 , $0.84 , $0.17 , $0.05 , $2.11 , $4.75 ,8,7,19,29,63,,,,,,,,,,,
7141.42749.4799,3,1,2,32,39,9,32,11,12,135, $0.68 , $0.10 , $0.04 , $0.50 , $0.08 , $0.05 , $1.45 , $4.25 ,3,10,21,20,54,,,,,,,,,,,
7141.42749.4847,1,1,2,33,46,11,56,13,23,182, $0.91 , $0.10 , $0.16 , $0.27 , $0.12 , $0.05 , $1.61 , $3.75 ,7,4,15,27,53,,,,,,,,,,,
7141.42749.4882,1,2,2,30,49,14,76,14,48,231, $1.16 , $0.15 , $0.33 , $0.75 , $0.23 , $0.08 , $2.70 , $5.00 ,6,10,30,21,67,,,,,,,,,,,
7141.42749.5056,2,1,3,27,27,13,43,15,38,163, $1.22 , $0.10 , $0.19 , $0.41 , $-   , $0.05 , $1.97 , $3.75 ,3,7,12,28,50,,,,,,,,,,,
7141.42749.5056,1,1,1,38,31,9,36,22,57,193, $0.48 , $0.10 , $0.18 , $0.43 , $0.16 , $0.05 , $1.40 , $3.75 ,5,-8,23,28,48,,,,,,,,,,,
7141.42749.5118,1,2,2,47,27,12,49,16,37,188, $0.94 , $0.15 , $0.43 , $0.80 , $0.27 , $0.08 , $2.67 , $5.00 ,8,5,34,31,78,,,,,,,,,,,
7141.42749.5160,5,2,2,30,36,10,54,15,17,162, $0.81 , $0.15 , $0.45 , $1.18 , $0.18 , $0.08 , $2.85 , $5.00 ,9,8,29,25,71,,,,,,,,,,,
7141.42749.5201,2,2,1,47,32,13,46,22,48,208, $0.52 , $0.15 , $0.36 , $0.73 , $0.18 , $0.08 , $2.02 , $5.00 ,3,2,27,17,49,,,,,,,,,,,
7141.42749.5278,1,1,2,36,29,9,39,11,17,141, $0.71 , $0.10 , $0.20 , $0.46 , $0.14 , $0.05 , $1.66 , $3.75 ,3,15,7,27,52,,,,,,,,,,,
7141.42749.5285,1,2,1,39,44,15,71,24,62,255, $0.64 , $0.15 , $0.41 , $0.76 , $0.23 , $0.08 , $2.27 , $5.00 ,6,0,8,38,52,,,,,,,,,,,
7141.42749.5319,6,2,2,57,42,29,32,10,29,199, $1.00 , $0.15 , $0.35 , $1.58 , $0.13 , $0.08 , $3.29 , $5.00 ,4,9,35,35,83,,,,,,,,,,,
7141.42749.5493,6,1,1,46,39,17,48,21,32,203, $0.51 , $0.10 , $0.30 , $0.81 , $0.05 , $0.05 , $1.82 , $4.75 ,5,7,20,25,57,,,,,,,,,,,
7141.42749.5500,6,2,2,49,32,29,47,13,5,175, $0.88 , $0.15 , $0.43 , $1.64 , $0.19 , $0.08 , $3.37 , $5.00 ,8,10,18,37,73,,,,,,,,,,,
7141.42749.5667,6,2,1,50,28,17,28,22,68,213, $0.53 , $0.15 , $0.60 , $1.37 , $0.14 , $0.08 , $2.87 , $5.00 ,9,-9,11,33,44,,,,,,,,,,,
7141.42749.5750,5,2,2,39,33,10,70,14,7,173, $0.87 , $0.15 , $0.44 , $1.23 , $0.13 , $0.08 , $2.90 , $5.00 ,3,15,37,17,72,,,,,,,,,,,
7141.42749.5792,2,2,1,45,33,20,85,18,21,222, $0.56 , $0.15 , $0.39 , $0.79 , $0.23 , $0.08 , $2.20 , $5.00 ,6,4,33,36,79,,,,,,,,,,,
7141.42749.5840,7,1,2,35,27,18,46,18,24,168, $0.84 , $0.10 , $0.01 , $0.56 , $0.14 , $0.05 , $1.70 , $4.75 ,7,22,17,20,66,,,,,,,,,,,
7141.42749.6063,7,1,1,48,26,21,37,20,37,189, $0.47 , $0.10 , $0.08 , $0.54 , $0.05 , $0.05 , $1.29 , $4.75 ,9,2,20,16,47,,,,,,,,,,,
7141.42749.6208,2,2,2,36,38,20,93,14,36,237, $1.19 , $0.15 , $0.25 , $0.65 , $0.23 , $0.08 , $2.55 , $5.00 ,7,14,6,33,60,,,,,,,,,,,
7141.42749.6243,6,1,1,33,28,14,40,20,49,184, $0.46 , $0.10 , $0.21 , $0.70 , $0.07 , $0.05 , $1.59 , $4.75 ,5,12,24,23,64,,,,,,,,,,,
7141.42749.6326,4,1,1,102,20,19,47,18,46,252, $0.63 , $0.10 , $0.13 , $0.29 , $0.03 , $0.05 , $1.23 , $3.75 ,3,9,13,34,59,,,,,,,,,,,
7141.42749.6458,4,2,1,70,40,29,72,19,46,276, $0.69 , $0.15 , $0.23 , $0.58 , $0.11 , $0.08 , $1.84 , $5.00 ,6,5,23,37,71,,,,,,,,,,,
7141.42749.6563,5,1,2,46,31,7,54,12,26,176, $0.88 , $0.10 , $0.17 , $0.53 , $0.11 , $0.05 , $1.84 , $4.75 ,5,11,23,19,58,,,,,,,,,,,
7141.42749.6625,4,2,1,106,48,25,22,18,63,282, $0.71 , $0.15 , $0.24 , $0.60 , $0.17 , $0.08 , $1.95 , $5.00 ,6,14,23,27,70,,,,,,,,,,,
7141.42749.6771,1,1,3,53,17,11,47,17,117,262, $1.97 , $0.10 , $0.32 , $0.63 , $0.16 , $0.05 , $3.23 , $3.75 ,5,13,27,12,57,,,,,,,,,,,
7141.42749.6826,6,1,2,103,26,14,42,13,119,317, $1.59 , $0.10 , $0.46 , $1.32 , $0.06 , $0.10 , $3.63 , $4.75 ,7,-14,30,35,58,,,,,,,,,,,
7141.42749.6896,4,2,1,176,65,32,55,26,176,530, $1.33 , $0.15 , $0.47 , $1.22 , $0.09 , $0.08 , $3.34 , $5.00 ,5,-32,33,8,14,,,,,,,,,,,
7141.42749.6951,6,2,1,99,29,24,36,25,200,413, $1.03 , $0.15 , $0.74 , $2.53 , $0.23 , $0.08 , $4.76 , $5.00 ,8,-15,45,26,64,,,,,,,,,,,
7141.42749.6993,5,2,1,91,27,10,63,23,174,388, $0.97 , $0.15 , $0.64 , $2.06 , $0.21 , $0.08 , $4.11 , $5.00 ,6,-28,38,27,43,,,,,,,,,,,
7141.42749.7056,1,1,2,91,37,10,28,16,115,297, $1.49 , $0.10 , $0.23 , $0.59 , $0.07 , $0.05 , $2.53 , $3.75 ,6,11,15,27,59,,,,,,,,,,,
7141.42749.7181,2,1,1,75,41,14,50,20,166,366, $0.92 , $0.10 , $0.30 , $0.63 , $0.09 , $0.05 , $2.09 , $3.75 ,9,8,24,37,78,,,,,,,,,,,
7141.42749.7222,3,1,2,68,34,8,59,10,129,308, $1.54 , $0.10 , $0.34 , $0.63 , $0.22 , $0.05 , $2.88 , $4.25 ,6,9,32,39,86,,,,,,,,,,,
7141.42749.7306,6,1,1,77,35,10,33,20,173,348, $0.87 , $0.10 , $0.46 , $1.05 , $0.17 , $0.05 , $2.70 , $4.75 ,9,-37,32,31,35,,,,,,,,,,,
7141.42749.7347,3,1,2,70,32,11,40,15,128,296, $1.48 , $0.10 , $0.41 , $0.82 , $0.14 , $0.05 , $3.00 , $4.25 ,6,1,35,26,68,,,,,,,,,,,
7141.42749.7347,2,1,2,70,28,11,57,13,107,286, $1.43 , $0.10 , $0.30 , $0.71 , $0.22 , $0.05 , $2.81 , $3.75 ,5,-10,22,38,55,,,,,,,,,,,
7141.42749.7361,1,1,2,83,40,9,60,12,127,331, $1.66 , $0.10 , $0.32 , $0.58 , $0.15 , $0.05 , $2.86 , $3.75 ,8,-5,15,31,49,,,,,,,,,,,
7141.42749.7424,5,2,1,99,35,11,72,22,188,427, $1.07 , $0.15 , $0.59 , $2.14 , $0.11 , $0.16 , $4.22 , $5.00 ,4,-34,43,34,47,,,,,,,,,,,
7141.42749.7507,7,1,1,79,25,20,14,18,182,338, $0.85 , $0.10 , $0.17 , $0.83 , $0.10 , $0.05 , $2.10 , $4.75 ,6,-28,30,26,34,,,,,,,,,,,
7141.42749.7514,3,1,1,70,43,8,21,23,220,385, $0.96 , $0.10 , $0.40 , $0.72 , $0.07 , $0.10 , $2.35 , $4.25 ,8,-15,32,27,52,,,,,,,,,,,
7141.42749.7549,5,2,2,75,37,10,39,16,124,301, $1.51 , $0.15 , $0.65 , $2.17 , $0.20 , $0.08 , $4.76 , $5.00 ,10,-3,22,23,52,,,,,,,,,,,
7141.42749.7576,6,2,3,47,29,23,31,8,138,276, $2.07 , $0.15 , $0.83 , $2.44 , $0.22 , $0.08 , $5.79 , $5.00 ,7,-29,31,21,30,,,,,,,,,,,
7141.42749.7618,2,1,2,82,41,13,54,10,120,320, $1.60 , $0.10 , $0.26 , $0.63 , $0.16 , $0.05 , $2.80 , $3.75 ,9,-13,27,22,45,,,,,,,,,,,
7141.42749.7632,6,2,1,75,33,20,39,29,185,381, $0.95 , $0.15 , $0.78 , $2.37 , $0.24 , $0.08 , $4.57 , $5.00 ,10,-34,46,39,61,,,,,,,,,,,
7141.42749.7660,7,1,3,47,12,21,45,13,106,244, $1.83 , $0.10 , $0.17 , $0.92 , $0.12 , $0.05 , $3.19 , $4.75 ,7,-8,31,24,54,,,,,,,,,,,
7141.42749.7681,3,1,2,100,55,8,54,12,121,350, $1.75 , $0.10 , $0.31 , $0.73 , $0.08 , $0.05 , $3.02 , $4.25 ,3,-24,17,23,19,,,,,,,,,,,
7141.42749.7715,3,2,2,83,31,14,61,13,128,330, $1.65 , $0.30 , $0.62 , $1.39 , $0.24 , $0.08 , $4.28 , $5.00 ,8,2,33,18,61,,,,,,,,,,,
7141.42749.7729,7,2,2,97,27,23,24,16,88,275, $1.38 , $0.15 , $0.42 , $1.82 , $0.18 , $0.16 , $4.11 , $5.00 ,8,12,36,37,93,,,,,,,,,,,
7141.42749.7736,5,2,2,101,16,10,60,14,118,319, $1.60 , $0.15 , $0.70 , $2.30 , $0.19 , $0.08 , $5.02 , $5.00 ,7,-7,46,36,82,,,,,,,,,,,
7141.42749.7764,4,1,1,178,26,19,37,22,183,465, $1.16 , $0.20 , $0.21 , $0.63 , $0.10 , $0.05 , $2.35 , $3.75 ,8,-32,8,23,7,,,,,,,,,,,
7141.42749.7771,3,1,2,84,37,11,72,16,112,332, $1.66 , $0.10 , $0.42 , $0.82 , $0.12 , $0.05 , $3.17 , $4.25 ,8,-12,22,12,30,,,,,,,,,,,
7141.42749.7785,1,2,2,87,42,14,76,16,116,351, $1.76 , $0.15 , $0.64 , $1.16 , $0.18 , $0.08 , $3.97 , $5.00 ,1,12,30,14,57,,,,,,,,,,,
7141.42749.7799,1,1,2,79,43,10,41,15,101,289, $1.45 , $0.10 , $0.25 , $0.61 , $(0.01), $0.05 , $2.45 , $3.75 ,7,4,6,33,50,,,,,,,,,,,
7141.42749.7833,4,1,2,189,27,25,49,14,127,431, $2.16 , $0.10 , $0.21 , $0.67 , $0.11 , $0.05 , $3.30 , $3.75 ,7,-22,10,27,22,,,,,,,,,,,
7141.42749.7854,5,1,2,95,37,6,48,10,126,322, $1.61 , $0.10 , $0.29 , $1.03 , $0.12 , $0.05 , $3.20 , $4.75 ,7,-5,36,42,80,,,,,,,,,,,
7141.42749.7875,4,1,1,180,44,27,38,17,163,469, $1.17 , $0.10 , $0.20 , $0.68 , $0.07 , $0.05 , $2.27 , $3.75 ,3,-16,33,41,61,,,,,,,,,,,
7141.42749.7882,4,2,3,155,17,26,63,13,106,380, $2.85 , $0.15 , $0.44 , $1.24 , $0.13 , $0.08 , $4.89 , $5.00 ,7,-14,13,36,42,,,,,,,,,,,
7141.42749.7889,2,1,2,71,16,15,98,16,125,341, $1.71 , $0.10 , $0.39 , $0.62 , $0.12 , $0.05 , $2.99 , $3.75 ,8,-19,26,26,41,,,,,,,,,,,
7141.42749.7896,1,1,2,101,49,12,66,11,117,356, $1.78 , $0.10 , $0.31 , $0.62 , $0.11 , $0.05 , $2.97 , $3.75 ,6,-23,29,40,52,,,,,,,,,,,
7141.42749.7903,1,2,2,98,42,15,60,12,122,349, $1.75 , $0.15 , $0.63 , $1.15 , $0.16 , $0.08 , $3.92 , $5.00 ,9,-23,34,19,39,,,,,,,,,,,
7141.42749.7917,3,1,3,51,31,11,50,14,131,288, $2.16 , $0.10 , $0.34 , $0.75 , $0.13 , $0.05 , $3.53 , $4.25 ,8,-12,4,29,29,,,,,,,,,,,
7141.42749.7931,1,1,3,64,22,8,47,13,110,264, $1.98 , $0.10 , $0.37 , $0.63 , $0.09 , $0.05 , $3.22 , $3.75 ,8,-23,24,37,46,,,,,,,,,,,
7141.42749.7931,1,2,1,86,37,14,47,18,157,359, $0.90 , $0.15 , $0.66 , $1.21 , $0.25 , $0.08 , $3.25 , $5.00 ,9,-19,7,24,21,,,,,,,,,,,
7141.42749.7958,3,1,1,82,40,9,47,19,183,380, $0.95 , $0.10 , $0.27 , $0.81 , $0.08 , $0.05 , $2.26 , $4.25 ,6,-2,20,27,51,,,,,,,,,,,
7141.42749.7972,6,2,2,98,37,25,59,15,128,362, $1.81 , $0.15 , $0.79 , $2.38 , $0.21 , $0.16 , $5.50 , $5.00 ,2,-15,52,40,79,,,,,,,,,,,
7141.42749.7993,1,2,1,78,46,16,50,22,176,388, $0.97 , $0.15 , $0.58 , $1.18 , $0.30 , $0.08 , $3.26 , $5.00 ,7,-35,28,11,11,,,,,,,,,,,
7141.42749.8000,3,1,3,58,28,8,33,17,109,253, $1.90 , $0.10 , $0.39 , $0.75 , $0.14 , $0.05 , $3.33 , $4.25 ,7,-11,19,24,39,,,,,,,,,,,
7141.42749.8028,5,2,2,97,32,11,64,14,129,347, $1.74 , $0.15 , $0.65 , $1.99 , $0.21 , $0.08 , $4.82 , $5.00 ,8,8,30,31,77,,,,,,,,,,,
7141.42749.8035,3,1,2,76,30,9,45,14,113,287, $1.44 , $0.10 , $0.34 , $0.76 , $0.01 , $0.05 , $2.70 , $4.25 ,5,-21,26,39,49,,,,,,,,,,,
7141.42749.8035,6,2,2,93,26,24,31,14,117,305, $1.53 , $0.15 , $0.73 , $2.29 , $0.20 , $0.08 , $4.98 , $5.00 ,5,-20,36,30,51,,,,,,,,,,,
7141.42749.8042,4,1,3,125,22,31,53,9,131,371, $2.78 , $0.10 , $0.21 , $0.68 , $0.07 , $0.05 , $3.89 , $3.75 ,5,-29,29,41,46,,,,,,,,,,,
7141.42749.8063,6,2,3,61,27,19,25,13,128,273, $2.05 , $0.15 , $0.76 , $2.52 , $0.23 , $0.08 , $5.79 , $5.00 ,3,-4,15,28,42,,,,,,,,,,,
7141.42749.8076,1,1,1,85,50,10,69,19,178,411, $1.03 , $0.10 , $0.27 , $0.58 , $0.09 , $0.05 , $2.12 , $3.75 ,7,-15,20,32,44,,,,,,,,,,,
7141.42749.8083,1,1,2,84,26,10,61,16,108,305, $1.53 , $0.10 , $0.44 , $0.64 , $0.09 , $0.10 , $2.90 , $3.75 ,3,-17,19,17,22,,,,,,,,,,,
7141.42749.8083,7,1,2,84,27,15,64,17,115,322, $1.61 , $0.10 , $0.18 , $0.93 , $0.02 , $0.05 , $2.89 , $4.75 ,8,-25,9,3,-5,,,,,,,,,,,
7141.42749.8104,3,2,3,57,34,15,57,13,119,295, $2.21 , $0.15 , $0.82 , $1.44 , $0.26 , $0.08 , $4.96 , $5.00 ,6,-27,29,36,44,,,,,,,,,,,
7141.42749.8139,6,2,2,87,54,20,48,16,119,344, $1.72 , $0.15 , $0.80 , $2.36 , $0.15 , $0.08 , $5.26 , $5.00 ,10,-14,26,27,49,,,,,,,,,,,
7141.42749.8139,2,1,1,76,52,10,83,22,183,426, $1.07 , $0.10 , $0.37 , $0.55 , $0.22 , $0.05 , $2.36 , $3.75 ,3,6,30,27,66,,,,,,,,,,,
7141.42749.8181,1,2,2,83,29,15,75,16,122,340, $1.70 , $0.15 , $0.64 , $1.25 , $0.25 , $0.16 , $4.15 , $5.00 ,8,-8,17,19,36,,,,,,,,,,,
7141.42749.8250,3,1,3,58,28,10,68,11,115,290, $2.18 , $0.10 , $0.33 , $0.81 , $0.01 , $0.05 , $3.48 , $4.25 ,7,-19,31,25,44,,,,,,,,,,,
7141.42749.8264,5,2,2,92,32,10,57,13,115,319, $1.60 , $0.15 , $0.59 , $2.12 , $0.20 , $0.08 , $4.74 , $5.00 ,6,-13,45,41,79,,,,,,,,,,,
7141.42749.8292,5,2,2,93,34,10,87,13,113,350, $1.75 , $0.15 , $0.62 , $2.16 , $0.21 , $0.08 , $4.97 , $5.00 ,7,9,43,32,91,,,,,,,,,,,
7141.42749.8313,1,1,1,81,41,8,39,19,190,378, $0.95 , $0.10 , $0.29 , $0.60 , $0.05 , $0.05 , $2.04 , $3.75 ,4,-33,18,42,31,,,,,,,,,,,
7141.42749.8319,3,2,1,80,54,15,70,25,176,420, $1.05 , $0.15 , $0.66 , $1.55 , $0.24 , $0.08 , $3.73 , $5.00 ,4,-32,26,26,24,,,,,,,,,,,
7141.42749.8368,5,1,1,89,37,5,30,20,184,365, $0.91 , $0.10 , $0.36 , $1.08 , $0.06 , $0.05 , $2.56 , $4.75 ,6,-19,30,21,38,,,,,,,,,,,
7141.42749.8368,1,2,1,91,33,12,47,24,176,383, $0.96 , $0.15 , $0.54 , $1.27 , $0.10 , $0.08 , $3.10 , $5.00 ,7,6,19,30,62,,,,,,,,,,,
