,,,,Cycle time,,,,,,,Cost,,,,,,,,Survey,,,,,Calculated,,,,,,,,,,
8973.42806.7840,5,2,1,48,56,10,59,21,40,234, $0.59 , $0.15 , $0.31 , $1.08 , $0.23 , $0.16 , $2.52 , $7.75 ,4,0,26,32,62,,,,,,,,,,,
8973.42806.7840,6,1,1,41,74,17,62,20,60,274, $0.69 , $0.10 , $0.23 , $0.47 , $0.09 , $0.05 , $1.63 , $4.75 ,7,-9,23,17,38,,,,,,,,,,,
8973.42806.7854,1,2,2,57,75,18,71,15,29,265, $1.33 , $0.15 , $0.35 , $0.61 , $0.20 , $0.08 , $2.72 , $5.50 ,9,5,23,8,45,,,,,,,,,,,
8973.42806.7861,1,1,3,24,53,11,11,13,31,143, $1.07 , $0.10 , $0.15 , $0.30 , $0.15 , $0.05 , $1.82 , $3.75 ,5,6,24,34,69,,,,,,,,,,,
8973.42806.7868,5,1,1,42,59,9,69,18,41,238, $0.60 , $0.10 , $0.10 , $0.45 , $0.07 , $0.05 , $1.37 , $4.75 ,4,4,18,37,63,,,,,,,,,,,
8973.42806.7896,6,1,2,41,79,15,41,11,39,226, $1.13 , $0.10 , $0.20 , $0.63 , $0.10 , $0.05 , $2.21 , $4.75 ,7,2,22,13,44,,,,,,,,,,,
8973.42806.7910,4,2,1,85,72,34,29,24,68,312, $0.78 , $0.15 , $0.29 , $0.61 , $0.07 , $0.08 , $1.98 , $5.50 ,6,-6,14,4,18,,,,,,,,,,,
8973.42806.8035,2,1,3,24,33,15,71,13,34,190, $1.43 , $0.10 , $0.14 , $0.33 , $0.14 , $0.05 , $2.19 , $3.75 ,2,5,21,18,46,,,,,,,,,,,
8973.42806.8042,3,2,2,60,88,14,61,14,33,270, $1.35 , $0.15 , $0.34 , $0.83 , $0.21 , $0.08 , $2.96 , $6.75 ,3,12,8,38,61,,,,,,,,,,,
8973.42806.8090,2,1,2,43,81,12,77,14,32,259, $1.30 , $0.10 , $0.18 , $0.31 , $0.06 , $0.05 , $2.00 , $3.75 ,7,4,4,31,46,,,,,,,,,,,
8973.42806.8097,5,1,2,39,53,8,12,15,37,164, $0.82 , $0.10 , $0.15 , $0.70 , $0.06 , $0.05 , $1.88 , $4.75 ,6,12,16,16,50,,,,,,,,,,,
8973.42806.8139,6,1,2,44,59,15,44,15,38,215, $1.08 , $0.10 , $0.26 , $0.62 , $0.15 , $0.05 , $2.26 , $4.75 ,5,7,21,18,51,,,,,,,,,,,
8973.42806.8153,6,2,2,44,77,20,44,15,27,227, $1.14 , $0.15 , $0.40 , $1.17 , $0.14 , $0.08 , $3.08 , $7.75 ,9,6,16,17,48,,,,,,,,,,,
8973.42806.8153,6,1,1,41,73,20,43,19,43,239, $0.60 , $0.10 , $0.29 , $0.60 , $0.06 , $0.05 , $1.70 , $4.75 ,6,0,9,31,46,,,,,,,,,,,
8973.42806.8174,5,1,1,30,57,8,53,23,45,216, $0.54 , $0.20 , $0.17 , $0.54 , $0.06 , $0.05 , $1.56 , $4.75 ,4,-2,20,29,51,,,,,,,,,,,
8973.42806.8194,6,1,3,31,48,16,33,16,25,169, $1.27 , $0.10 , $0.15 , $0.71 , $0.11 , $0.05 , $2.39 , $4.75 ,8,11,3,26,48,,,,,,,,,,,
8973.42806.8215,2,2,3,39,53,16,76,15,29,228, $1.71 , $0.15 , $0.28 , $0.64 , $0.16 , $0.08 , $3.02 , $5.50 ,8,7,18,25,58,,,,,,,,,,,
8973.42806.8264,5,1,3,29,36,5,51,14,23,158, $1.19 , $0.10 , $0.09 , $0.56 , $0.12 , $0.05 , $2.11 , $4.75 ,7,18,20,9,54,,,,,,,,,,,
8973.42806.8271,6,2,2,49,74,21,68,19,29,260, $1.30 , $0.15 , $0.50 , $1.01 , $0.12 , $0.08 , $3.16 , $7.75 ,8,8,17,16,49,,,,,,,,,,,
8973.42806.8306,6,1,1,43,68,11,39,19,50,230, $0.58 , $0.10 , $0.26 , $0.56 , $0.11 , $0.05 , $1.66 , $4.75 ,7,9,29,31,76,,,,,,,,,,,
8973.42806.8340,3,2,3,24,68,16,44,15,28,195, $1.46 , $0.15 , $0.31 , $0.73 , $0.19 , $0.08 , $2.92 , $6.75 ,6,18,23,20,67,,,,,,,,,,,
8973.42806.8375,6,1,2,44,58,15,36,14,28,195, $0.98 , $0.10 , $0.01 , $0.48 , $0.21 , $0.05 , $1.83 , $4.75 ,7,12,23,30,72,,,,,,,,,,,
8973.42806.8375,3,1,3,20,56,9,39,14,34,172, $1.29 , $0.10 , $0.21 , $0.36 , $0.09 , $0.05 , $2.10 , $4.25 ,5,9,18,20,52,,,,,,,,,,,
8973.42806.8438,1,1,3,30,45,10,38,13,37,173, $1.30 , $0.10 , $0.07 , $0.31 , $(0.07), $0.05 , $1.76 , $3.75 ,5,4,10,37,56,,,,,,,,,,,
8973.42806.8458,1,2,1,54,88,19,62,22,53,298, $0.75 , $0.15 , $0.26 , $0.65 , $0.21 , $0.08 , $2.10 , $5.50 ,8,-6,24,16,42,,,,,,,,,,,
8973.42806.8465,1,2,3,36,47,15,55,15,37,205, $1.54 , $0.15 , $0.31 , $0.56 , $0.20 , $0.08 , $2.84 , $5.50 ,4,10,28,32,74,,,,,,,,,,,
8973.42806.8493,1,2,1,34,77,14,53,23,46,247, $0.62 , $0.30 , $0.35 , $0.67 , $0.26 , $0.08 , $2.28 , $5.50 ,5,-2,24,8,35,,,,,,,,,,,
8973.42806.8500,3,1,1,32,79,13,42,19,58,243, $0.61 , $0.10 , $0.19 , $0.41 , $0.09 , $0.05 , $1.45 , $4.25 ,8,6,23,28,65,,,,,,,,,,,
8973.42806.8500,7,1,3,24,27,19,22,12,26,130, $0.98 , $0.10 , $0.14 , $0.50 , $0.05 , $0.05 , $1.82 , $4.75 ,5,14,13,28,60,,,,,,,,,,,
8973.42806.8549,5,1,1,47,61,6,44,18,50,226, $0.57 , $0.10 , $0.07 , $0.63 , $0.08 , $0.05 , $1.50 , $4.75 ,5,-4,11,3,15,,,,,,,,,,,
8973.42806.8549,1,1,2,38,81,10,47,15,28,219, $1.10 , $0.10 , $0.06 , $0.26 , $0.05 , $0.05 , $1.62 , $3.75 ,8,14,15,30,67,,,,,,,,,,,
8973.42806.8563,2,2,3,16,68,14,53,14,34,199, $1.49 , $0.15 , $0.34 , $0.64 , $0.16 , $0.08 , $2.86 , $5.50 ,9,6,22,36,73,,,,,,,,,,,
8973.42806.8611,6,1,3,33,51,11,11,10,32,148, $1.11 , $0.10 , $0.20 , $0.49 , $0.16 , $0.05 , $2.11 , $4.75 ,7,3,20,22,52,,,,,,,,,,,
8973.42806.8674,6,1,2,48,73,15,46,14,12,208, $1.04 , $0.10 , $0.29 , $0.64 , $0.10 , $0.05 , $2.22 , $4.75 ,7,14,31,38,90,,,,,,,,,,,
8973.42807.4611,5,1,1,36,53,7,59,15,132,302, $0.76 , $0.10 , $0.21 , $0.57 , $0.12 , $0.05 , $1.81 , $4.75 ,9,-17,18,18,28,,,,,,,,,,,
8973.42807.4701,3,1,1,43,69,7,38,24,70,251, $0.63 , $0.10 , $0.36 , $0.51 , $0.11 , $0.05 , $1.76 , $4.25 ,6,-12,28,18,40,,,,,,,,,,,
8973.42807.4771,5,1,2,57,56,6,52,15,101,287, $1.44 , $0.10 , $0.25 , $0.85 , $0.14 , $0.05 , $2.83 , $4.75 ,7,-12,10,37,42,,,,,,,,,,,
8973.42807.4771,5,1,2,42,66,6,35,15,104,268, $1.34 , $0.10 , $0.12 , $0.51 , $0.09 , $0.05 , $2.21 , $4.75 ,5,-18,13,38,38,,,,,,,,,,,
8973.42807.4854,1,2,3,32,52,21,60,13,88,266, $2.00 , $0.15 , $0.35 , $0.75 , $0.19 , $0.08 , $3.52 , $5.50 ,3,-9,16,30,40,,,,,,,,,,,
8973.42807.4854,5,2,1,39,66,9,32,20,137,303, $0.76 , $0.15 , $0.49 , $1.28 , $0.20 , $0.08 , $2.96 , $7.75 ,7,-25,30,37,49,,,,,,,,,,,
8973.42807.4875,6,2,2,47,68,26,50,15,75,281, $1.41 , $0.15 , $0.54 , $1.41 , $0.15 , $0.08 , $3.74 , $7.75 ,8,-7,26,31,58,,,,,,,,,,,
8973.42807.4944,5,1,2,30,45,8,37,9,79,208, $1.04 , $0.10 , $0.26 , $0.64 , $0.04 , $0.05 , $2.13 , $4.75 ,1,-4,17,39,53,,,,,,,,,,,
8973.42807.4958,6,1,1,34,68,13,34,19,110,278, $0.70 , $0.10 , $0.20 , $0.40 , $0.10 , $0.05 , $1.55 , $4.75 ,8,-5,25,21,49,,,,,,,,,,,
8973.42807.4965,2,2,1,49,63,17,22,22,140,313, $0.78 , $0.15 , $0.28 , $0.93 , $0.17 , $0.16 , $2.47 , $5.50 ,8,-29,11,27,17,,,,,,,,,,,
8973.42807.4986,7,1,2,32,46,22,65,12,110,287, $1.44 , $0.10 , $0.16 , $0.61 , $0.15 , $0.05 , $2.51 , $4.75 ,10,-19,18,16,25,,,,,,,,,,,
8973.42807.5049,3,1,3,32,61,9,45,14,80,241, $1.81 , $0.10 , $0.20 , $0.53 , $0.11 , $0.05 , $2.80 , $4.25 ,8,-15,13,25,31,,,,,,,,,,,
8973.42807.5118,5,1,1,51,47,9,50,19,135,311, $0.78 , $0.10 , $0.23 , $0.60 , $0.07 , $0.05 , $1.83 , $4.75 ,4,-16,28,9,25,,,,,,,,,,,
8973.42807.5118,1,1,2,53,74,8,51,17,107,310, $1.55 , $0.10 , $0.12 , $0.30 , $0.11 , $0.05 , $2.23 , $3.75 ,7,-10,28,23,48,,,,,,,,,,,
8973.42807.5153,5,1,2,38,48,6,46,18,136,292, $1.46 , $0.10 , $0.27 , $0.66 , $(0.06), $0.05 , $2.48 , $4.75 ,4,-22,11,23,16,,,,,,,,,,,
8973.42807.5160,3,1,3,28,53,10,48,16,101,256, $1.92 , $0.10 , $0.22 , $0.61 , $0.07 , $0.05 , $2.97 , $4.25 ,9,-19,15,31,36,,,,,,,,,,,
8973.42807.5167,1,1,1,23,69,11,44,19,132,298, $0.75 , $0.10 , $0.24 , $0.52 , $0.18 , $0.05 , $1.84 , $3.75 ,6,-22,11,18,13,,,,,,,,,,,
8973.42807.5181,5,1,2,43,53,10,40,15,71,232, $1.16 , $0.10 , $0.23 , $0.75 , $0.08 , $0.05 , $2.37 , $4.75 ,9,-3,13,33,52,,,,,,,,,,,
8973.42807.5208,7,1,1,37,55,21,36,21,164,334, $0.84 , $0.10 , $0.16 , $0.56 , $0.10 , $0.05 , $1.81 , $4.75 ,7,-20,20,30,37,,,,,,,,,,,
8973.42807.5215,6,1,1,28,66,16,34,16,120,280, $0.70 , $0.10 , $0.15 , $0.75 , $0.21 , $0.05 , $1.96 , $4.75 ,5,-5,16,39,55,,,,,,,,,,,
8973.42807.5215,5,1,2,60,65,7,17,15,113,277, $1.39 , $0.10 , $0.31 , $0.56 , $0.10 , $0.05 , $2.51 , $4.75 ,2,-4,24,35,57,,,,,,,,,,,
8973.42807.5250,1,2,1,46,76,17,57,25,137,358, $0.90 , $0.15 , $0.42 , $0.86 , $0.23 , $0.08 , $2.64 , $5.50 ,9,-1,26,31,65,,,,,,,,,,,
8973.42807.5299,3,2,2,54,91,17,52,17,81,312, $1.56 , $0.15 , $0.46 , $1.06 , $0.12 , $0.08 , $3.43 , $6.75 ,3,-10,12,30,35,,,,,,,,,,,
8973.42807.5326,2,2,2,47,64,16,70,15,97,309, $1.55 , $0.15 , $0.40 , $0.76 , $0.30 , $0.08 , $3.24 , $5.50 ,7,-22,19,33,37,,,,,,,,,,,
8973.42807.5354,4,1,3,55,44,21,33,11,82,246, $1.85 , $0.10 , $0.20 , $0.41 , $0.12 , $0.05 , $2.73 , $3.75 ,5,-8,25,31,53,,,,,,,,,,,
8973.42807.5354,1,2,1,46,71,15,44,21,152,349, $0.87 , $0.15 , $0.34 , $0.66 , $0.13 , $0.08 , $2.23 , $5.50 ,7,-22,11,31,27,,,,,,,,,,,
8973.42807.5361,6,2,1,54,81,26,49,21,158,389, $0.97 , $0.15 , $0.49 , $1.28 , $0.11 , $0.16 , $3.16 , $7.75 ,6,-30,22,37,35,,,,,,,,,,,
8973.42807.5438,1,1,2,34,79,6,60,14,94,287, $1.44 , $0.10 , $0.20 , $0.38 , $0.10 , $0.05 , $2.27 , $3.75 ,6,-13,24,39,56,,,,,,,,,,,
8973.42807.5444,2,1,1,27,67,6,53,24,145,322, $0.81 , $0.10 , $0.23 , $0.40 , $0.09 , $0.05 , $1.68 , $3.75 ,3,-30,13,26,12,,,,,,,,,,,
8973.42807.5465,6,1,2,37,76,12,39,15,84,263, $1.32 , $0.10 , $0.29 , $0.72 , $0.05 , $0.05 , $2.53 , $4.75 ,6,-10,30,28,54,,,,,,,,,,,
8973.42807.5500,7,1,3,32,26,20,52,15,83,228, $1.71 , $0.10 , $0.10 , $0.64 , $0.12 , $0.05 , $2.72 , $4.75 ,2,-11,25,31,47,,,,,,,,,,,
8973.42807.5514,7,2,2,62,57,27,27,16,103,292, $1.46 , $0.15 , $0.26 , $1.23 , $0.13 , $0.08 , $3.31 , $6.75 ,7,-16,17,13,21,,,,,,,,,,,
8973.42807.5556,6,1,1,33,85,19,38,18,138,331, $0.83 , $0.10 , $0.11 , $0.74 , $0.08 , $0.05 , $1.91 , $4.75 ,6,-29,15,31,23,,,,,,,,,,,
8973.42807.5597,7,1,1,45,47,11,29,22,165,319, $0.80 , $0.10 , $0.15 , $0.50 , $0.07 , $0.05 , $1.67 , $4.75 ,9,-27,23,24,29,,,,,,,,,,,
8973.42807.5604,1,2,1,43,70,14,46,18,130,321, $0.80 , $0.15 , $0.36 , $0.75 , $0.21 , $0.08 , $2.35 , $5.50 ,7,-30,15,20,12,,,,,,,,,,,
8973.42807.5625,1,2,2,34,85,15,63,15,89,301, $1.51 , $0.15 , $0.40 , $0.64 , $0.20 , $0.08 , $2.98 , $5.50 ,8,-18,21,39,50,,,,,,,,,,,
8973.42807.5625,7,1,2,58,43,24,62,12,88,287, $1.44 , $0.10 , $0.11 , $0.62 , $0.08 , $0.05 , $2.40 , $4.75 ,8,-2,16,39,61,,,,,,,,,,,
8973.42807.5701,6,1,2,53,70,13,36,15,99,286, $1.43 , $0.10 , $0.39 , $1.08 , $0.06 , $0.05 , $3.11 , $4.75 ,7,-18,33,36,58,,,,,,,,,,,
8973.42807.5736,2,2,3,38,53,20,64,12,103,290, $2.18 , $0.15 , $0.25 , $0.65 , $0.22 , $0.08 , $3.53 , $5.50 ,5,-14,24,37,52,,,,,,,,,,,
8973.42807.5750,6,1,2,29,75,14,83,13,87,301, $1.51 , $0.10 , $0.46 , $0.76 , $0.20 , $0.05 , $3.08 , $4.75 ,4,-20,26,34,44,,,,,,,,,,,
8973.42807.5750,1,1,2,44,66,10,31,14,98,263, $1.32 , $0.10 , $0.11 , $0.29 , $0.09 , $0.05 , $1.96 , $3.75 ,6,-18,16,35,39,,,,,,,,,,,
8973.42807.5785,1,2,1,38,75,15,42,17,100,287, $0.72 , $0.15 , $0.28 , $0.74 , $0.26 , $0.08 , $2.23 , $5.50 ,5,-24,7,39,27,,,,,,,,,,,
8973.42807.5799,1,1,2,41,71,11,30,15,94,262, $1.31 , $0.10 , $0.26 , $0.42 , $0.02 , $0.05 , $2.16 , $3.75 ,7,-17,16,27,33,,,,,,,,,,,
8973.42807.5840,5,2,1,48,35,11,42,24,50,210, $0.53 , $0.15 , $0.41 , $1.02 , $0.23 , $0.16 , $2.50 , $7.75 ,5,9,20,10,44,,,,,,,,,,,
8973.42807.5847,6,2,1,55,39,24,27,23,40,208, $0.52 , $0.15 , $0.35 , $1.27 , $0.09 , $0.08 , $2.46 , $7.75 ,8,13,14,31,66,,,,,,,,,,,
8973.42807.5861,4,1,2,98,33,19,24,13,22,209, $1.05 , $0.10 , $0.13 , $0.22 , $0.09 , $0.05 , $1.64 , $3.75 ,6,24,13,27,70,,,,,,,,,,,
8973.42807.5903,7,1,2,27,24,10,30,13,35,139, $0.70 , $0.10 , $0.10 , $0.39 , $0.13 , $0.05 , $1.47 , $4.75 ,5,20,20,35,80,,,,,,,,,,,
8973.42807.5917,3,1,1,52,46,11,40,23,39,211, $0.53 , $0.10 , $0.14 , $0.36 , $0.10 , $0.05 , $1.28 , $4.25 ,7,12,20,20,59,,,,,,,,,,,
8973.42807.5924,2,1,1,31,22,10,64,27,39,193, $0.48 , $0.10 , $0.05 , $0.28 , $0.17 , $0.05 , $1.13 , $3.75 ,5,21,15,10,51,,,,,,,,,,,
8973.42807.5938,7,2,1,40,26,26,51,21,67,231, $0.58 , $0.15 , $0.26 , $0.98 , $0.19 , $0.08 , $2.24 , $6.75 ,7,9,27,13,56,,,,,,,,,,,
8973.42807.5938,6,1,1,39,41,16,44,22,30,192, $0.48 , $0.10 , $0.17 , $0.57 , $0.06 , $0.05 , $1.43 , $4.75 ,7,24,9,14,54,,,,,,,,,,,
8973.42807.6000,6,1,2,51,35,17,39,15,24,181, $0.91 , $0.10 , $0.14 , $0.76 , $0.07 , $0.05 , $2.03 , $4.75 ,4,16,20,18,58,,,,,,,,,,,
8973.42807.6007,7,1,2,43,24,17,68,14,27,193, $0.97 , $0.10 , $0.11 , $0.41 , $0.02 , $0.05 , $1.66 , $4.75 ,6,11,22,21,60,,,,,,,,,,,
8973.42807.6014,6,2,1,52,22,17,48,20,44,203, $0.51 , $0.15 , $0.36 , $1.18 , $0.23 , $0.16 , $2.59 , $7.75 ,7,11,22,36,76,,,,,,,,,,,
8973.42807.6056,4,1,1,111,24,18,42,17,18,230, $0.58 , $0.10 , $0.10 , $0.35 , $0.11 , $0.05 , $1.29 , $3.75 ,4,14,14,23,55,,,,,,,,,,,
8973.42807.6153,1,2,2,59,36,13,45,15,31,199, $1.00 , $0.30 , $0.21 , $0.54 , $0.21 , $0.08 , $2.34 , $5.50 ,7,25,9,17,58,,,,,,,,,,,
8973.42807.6153,6,1,1,44,33,16,66,14,73,246, $0.62 , $0.20 , $0.10 , $0.84 , $0.04 , $0.05 , $1.85 , $4.75 ,5,18,20,37,80,,,,,,,,,,,
8973.42807.6160,5,1,2,32,24,6,59,15,33,169, $0.85 , $0.10 , $0.15 , $0.50 , $0.04 , $0.05 , $1.69 , $4.75 ,7,13,24,24,68,,,,,,,,,,,
8973.42807.6167,6,1,1,33,39,19,68,22,45,226, $0.57 , $0.10 , $0.13 , $0.67 , $0.03 , $0.05 , $1.55 , $4.75 ,9,22,12,14,57,,,,,,,,,,,
8973.42807.6194,2,1,1,46,39,11,72,24,41,233, $0.58 , $0.10 , $0.13 , $0.28 , $0.21 , $0.05 , $1.35 , $3.75 ,7,15,15,18,55,,,,,,,,,,,
8973.42807.6208,5,2,1,49,32,11,56,23,53,224, $0.56 , $0.15 , $0.33 , $0.98 , $0.19 , $0.08 , $2.29 , $7.75 ,10,14,4,38,66,,,,,,,,,,,
8973.42807.6243,1,1,2,41,29,8,75,8,29,190, $0.95 , $0.10 , $0.20 , $0.35 , $0.15 , $0.05 , $1.80 , $3.75 ,9,14,25,33,81,,,,,,,,,,,
8973.42807.6243,5,2,2,57,22,10,53,15,28,185, $0.93 , $0.15 , $0.27 , $1.02 , $0.12 , $0.08 , $2.57 , $7.75 ,8,22,19,24,73,,,,,,,,,,,
8973.42807.6278,5,1,1,38,27,9,69,22,33,198, $0.50 , $0.10 , $0.02 , $0.45 , $0.09 , $0.05 , $1.21 , $4.75 ,7,17,26,27,77,,,,,,,,,,,
8973.42807.6285,5,1,2,46,38,4,37,11,36,172, $0.86 , $0.10 , $0.18 , $0.60 , $0.07 , $0.05 , $1.86 , $4.75 ,8,10,23,37,78,,,,,,,,,,,
8973.42807.6319,3,1,1,46,44,13,0,21,61,185, $0.46 , $0.10 , $0.14 , $0.28 , $0.13 , $0.05 , $1.16 , $4.25 ,2,9,19,34,64,,,,,,,,,,,
8973.42807.6333,1,1,1,33,23,10,63,19,40,188, $0.47 , $0.10 , $0.10 , $0.31 , $0.12 , $0.05 , $1.15 , $3.75 ,5,11,18,10,44,,,,,,,,,,,
8973.42807.6382,3,2,1,41,43,18,64,18,41,225, $0.56 , $0.15 , $0.36 , $0.78 , $0.22 , $0.08 , $2.15 , $6.75 ,6,14,27,33,80,,,,,,,,,,,
8973.42807.6396,6,1,1,46,24,12,46,24,35,187, $0.47 , $0.10 , $0.14 , $0.59 , $0.25 , $0.05 , $1.60 , $4.75 ,8,5,28,30,71,,,,,,,,,,,
8973.42807.6403,2,1,1,35,29,13,72,19,31,199, $0.50 , $0.10 , $0.24 , $0.36 , $0.11 , $0.05 , $1.36 , $3.75 ,6,21,24,24,75,,,,,,,,,,,
8973.42807.6479,2,1,2,71,29,12,45,16,30,203, $1.02 , $0.10 , $0.19 , $0.27 , $0.05 , $0.05 , $1.68 , $3.75 ,7,15,12,35,69,,,,,,,,,,,
8973.42807.6486,4,2,2,111,44,30,30,15,43,273, $1.37 , $0.15 , $0.28 , $0.65 , $0.08 , $0.16 , $2.69 , $5.50 ,8,21,3,39,71,,,,,,,,,,,
8973.42807.6542,6,2,1,33,38,20,29,20,47,187, $0.47 , $0.15 , $0.38 , $1.15 , $0.18 , $0.08 , $2.41 , $7.75 ,4,17,16,33,70,,,,,,,,,,,
8973.42807.6549,6,2,1,42,27,20,46,27,58,220, $0.55 , $0.15 , $0.30 , $1.16 , $0.18 , $0.08 , $2.42 , $7.75 ,4,18,10,30,62,,,,,,,,,,,
8973.42807.6590,7,1,2,25,24,15,57,17,23,161, $0.81 , $0.10 , $0.13 , $0.58 , $0.04 , $0.05 , $1.71 , $4.75 ,7,26,21,34,88,,,,,,,,,,,
8973.42807.6639,5,1,1,40,37,6,45,20,50,198, $0.50 , $0.10 , $0.14 , $0.61 , $0.05 , $0.05 , $1.45 , $4.75 ,6,14,25,31,76,,,,,,,,,,,
8973.42807.6653,7,1,1,27,29,22,46,20,48,192, $0.48 , $0.10 , $0.15 , $0.42 , $0.07 , $0.05 , $1.27 , $4.75 ,2,9,23,33,67,,,,,,,,,,,
8973.42807.6667,3,1,3,36,56,9,70,10,44,225, $1.69 , $0.10 , $0.30 , $0.46 , $0.17 , $0.05 , $2.77 , $4.25 ,2,9,20,20,51,,,,,,,,,,,
8973.42807.6688,6,1,2,42,60,13,42,19,31,207, $1.04 , $0.10 , $0.19 , $0.64 , $0.13 , $0.05 , $2.15 , $4.75 ,8,16,28,31,83,,,,,,,,,,,
8973.42807.6694,5,2,2,35,64,12,85,12,35,243, $1.22 , $0.15 , $0.28 , $1.21 , $0.13 , $0.08 , $3.07 , $7.75 ,8,17,22,31,78,,,,,,,,,,,
8973.42807.6701,5,1,2,51,56,8,48,14,34,211, $1.06 , $0.10 , $0.08 , $0.53 , $0.06 , $0.05 , $1.88 , $4.75 ,7,7,20,18,52,,,,,,,,,,,
8973.42807.6722,1,1,2,47,76,11,42,12,31,219, $1.10 , $0.10 , $0.15 , $0.37 , $0.21 , $0.05 , $1.98 , $3.75 ,6,3,11,19,39,,,,,,,,,,,
8973.42807.6764,1,2,2,40,96,16,64,14,26,256, $1.28 , $0.15 , $0.18 , $0.66 , $0.12 , $0.08 , $2.47 , $5.50 ,8,18,27,12,65,,,,,,,,,,,
8973.42807.6771,6,1,1,47,77,11,47,23,40,245, $0.61 , $0.10 , $0.19 , $0.58 , $(0.03), $0.05 , $1.50 , $4.75 ,3,1,20,10,34,,,,,,,,,,,
8973.42807.6799,6,2,1,49,70,21,59,21,45,265, $0.66 , $0.15 , $0.42 , $1.10 , $0.22 , $0.08 , $2.63 , $7.75 ,4,2,21,34,61,,,,,,,,,,,
8973.42807.6854,7,1,2,39,48,16,32,13,30,178, $0.89 , $0.10 , $0.12 , $0.45 , $0.10 , $0.05 , $1.71 , $4.75 ,7,15,25,29,76,,,,,,,,,,,
8973.42807.6882,2,1,1,44,78,15,96,19,47,299, $0.75 , $0.10 , $0.18 , $0.33 , $0.18 , $0.05 , $1.59 , $3.75 ,6,2,12,31,51,,,,,,,,,,,
8973.42807.6896,6,2,2,31,76,22,33,13,34,209, $1.05 , $0.15 , $0.34 , $1.34 , $0.15 , $0.08 , $3.11 , $7.75 ,8,10,30,32,80,,,,,,,,,,,
8973.42807.6917,6,2,2,36,77,20,50,14,29,226, $1.13 , $0.15 , $0.37 , $1.23 , $0.19 , $0.08 , $3.15 , $7.75 ,6,6,13,34,59,,,,,,,,,,,
8973.42807.6924,2,2,2,34,70,17,63,17,39,240, $1.20 , $0.15 , $0.30 , $0.77 , $0.33 , $0.08 , $2.83 , $5.50 ,4,7,19,36,66,,,,,,,,,,,
8973.42807.6965,6,1,1,50,80,18,55,22,35,260, $0.65 , $0.10 , $0.26 , $0.67 , $0.14 , $0.05 , $1.87 , $4.75 ,6,14,13,14,47,,,,,,,,,,,
8973.42807.6972,7,1,3,35,33,18,40,15,25,166, $1.25 , $0.10 , $0.12 , $0.41 , $0.05 , $0.10 , $2.03 , $4.75 ,9,16,30,15,70,,,,,,,,,,,
8973.42807.6986,1,2,2,48,79,14,27,17,28,213, $1.07 , $0.15 , $0.39 , $0.63 , $0.21 , $0.08 , $2.53 , $5.50 ,5,2,21,26,54,,,,,,,,,,,
8973.42807.7014,5,1,2,37,59,6,30,14,34,180, $0.90 , $0.10 , $0.11 , $0.45 , $0.14 , $0.05 , $1.75 , $4.75 ,6,17,23,29,75,,,,,,,,,,,
8973.42807.7097,3,1,2,49,72,10,74,14,31,250, $1.25 , $0.10 , $0.12 , $0.47 , $0.15 , $0.05 , $2.14 , $4.25 ,7,5,13,27,52,,,,,,,,,,,
8973.42807.7132,5,2,1,29,71,11,34,19,68,232, $0.58 , $0.15 , $0.25 , $1.05 , $0.14 , $0.08 , $2.25 , $7.75 ,6,4,14,10,34,,,,,,,,,,,
8973.42807.7174,3,1,1,31,80,9,64,15,45,244, $0.61 , $0.10 , $0.31 , $0.41 , $0.13 , $0.05 , $1.61 , $4.25 ,3,6,27,28,64,,,,,,,,,,,
8973.42807.7208,7,2,2,38,53,25,34,17,26,193, $0.97 , $0.15 , $0.24 , $0.81 , $0.19 , $0.08 , $2.44 , $6.75 ,4,12,19,29,64,,,,,,,,,,,
8973.42807.7229,1,1,2,30,74,10,40,13,31,198, $0.99 , $0.10 , $0.14 , $0.36 , $0.05 , $0.05 , $1.69 , $3.75 ,7,12,18,38,75,,,,,,,,,,,
8973.42807.7278,1,1,1,37,71,9,42,18,49,226, $0.57 , $0.10 , $0.17 , $0.24 , $0.16 , $0.05 , $1.29 , $3.75 ,6,5,24,39,74,,,,,,,,,,,
8973.42807.7285,7,1,3,30,35,17,35,14,28,159, $1.19 , $0.10 , $0.08 , $0.43 , $0.09 , $0.05 , $1.94 , $4.75 ,5,11,20,22,58,,,,,,,,,,,
8973.42807.7417,7,2,1,46,47,25,50,23,44,235, $0.59 , $0.15 , $0.22 , $0.93 , $0.20 , $0.08 , $2.17 , $6.75 ,9,-2,9,29,45,,,,,,,,,,,
8973.42807.7493,4,2,3,54,61,30,65,17,25,252, $1.89 , $0.15 , $0.26 , $0.64 , $0.20 , $0.08 , $3.22 , $5.50 ,8,8,20,21,57,,,,,,,,,,,
8973.42807.7528,2,1,1,46,79,11,66,16,43,261, $0.65 , $0.20 , $0.28 , $0.38 , $(0.01), $0.05 , $1.55 , $3.75 ,7,14,7,31,59,,,,,,,,,,,
8973.42807.7535,1,1,2,32,75,15,74,15,31,242, $1.21 , $0.10 , $0.13 , $0.21 , $0.14 , $0.05 , $1.84 , $3.75 ,6,7,7,10,30,,,,,,,,,,,
8973.42807.7549,5,1,3,29,39,5,58,16,32,179, $1.34 , $0.10 , $0.08 , $0.67 , $0.15 , $0.05 , $2.39 , $4.75 ,7,10,10,37,64,,,,,,,,,,,
